CustomerID,FirstName,LastName,Email,Country,City,SignupDate,CustomerSegment,Newsletter_Opt_In
CUST-00269,Amy,Gibbs,jacqueline89@example.net,Germany,North Kaylastad,2025-11-03,Retail,No
CUST-00270,Gabriel,Salazar,vrasmussen@example.com,Saudi Arabia,North Coreybury,2022-05-22,Retail,Yes
CUST-00271,William,Stone,seanmyers@example.net,France,West Whitney,2019-06-02,VIP,Yes
CUST-00272,Timothy,Phillips,wilsonshelia@example.org,Germany,Larrymouth,2020-02-03,VIP,Yes
CUST-00273,Kristen,Boyd,thomas77@example.com,United Arab Emirates,West Bradleyville,2023-05-11,Retail,No
CUST-00274,Andrew,Cooper,byrdfrank@example.net,Canada,New Greg,2025-08-02,VIP,Yes
CUST-00275,Ethan,Castro,zhall@example.net,Brazil,East Danielle,2024-06-27,Retail,No
CUST-00276,Ryan,Johnson,shannonjordan@example.org,Australia,East Joshua,2019-05-15,Retail,No
CUST-00277,Jane,Flynn,lloydamanda@example.com,Australia,Jamesville,2021-08-25,Retail,No
CUST-00278,Jose,Huffman,candice96@example.net,Australia,West Michaelmouth,2025-02-08,Retail,No
CUST-00279,Christina,Cervantes,samantha91@example.net,United Kingdom,West David,2021-02-16,VIP,No
CUST-00280,Kevin,White,williambarnes@example.org,Germany,Hendersonfort,2020-01-11,Retail,Yes
CUST-00281,Cynthia,Steele,angelaburns@example.org,Australia,West Megan,2019-07-27,Retail,Yes
CUST-00282,Christine,Glenn,washingtonjames@example.com,Germany,Ortizfort,2025-05-01,Retail,Yes
CUST-00283,Robert,Larsen,kjackson@example.org,Germany,West Antonio,2025-07-29,Wholesale,Yes
CUST-00284,Jeffrey,Roberts,xcunningham@example.com,Canada,New Dannyside,2022-09-07,Wholesale,Yes
CUST-00285,Madeline,Richardson,wolfscott@example.org,Canada,Garciabury,2022-02-09,VIP,No
CUST-00286,Kenneth,Kidd,fbaker@example.com,United Kingdom,Port Lisaborough,2020-12-15,Retail,Yes
CUST-00287,Lisa,Matthews,michelle96@example.org,United States,Port Jamie,2020-06-23,Retail,Yes
CUST-00288,Jamie,Brown,amanda98@example.org,Australia,Tiffanyport,2025-08-08,Retail,No
CUST-00289,Keith,Adams,taylorkaren@example.com,Canada,West Michelleberg,2019-08-03,Wholesale,Yes
CUST-00290,Jacqueline,Anderson,jenniferpoole@example.net,United Arab Emirates,Burnsshire,2019-09-18,Retail,No
CUST-00291,Cynthia,Burton,ohayes@example.org,Brazil,Robertsonview,2024-10-03,Retail,Yes
CUST-00292,Heather,Wiley,uclements@example.net,United States,Port Kimland,2025-11-24,Wholesale,No
CUST-00293,Jessica,Ellis,melissa86@example.org,United States,Summersfort,2024-02-20,Retail,No
CUST-00294,Joseph,Clayton,amy29@example.com,Saudi Arabia,Patriciaton,2023-07-04,Retail,No
CUST-00295,Brandon,Sims,ksmith@example.com,United Kingdom,Smithchester,2023-12-22,VIP,No
CUST-00296,James,Barker,nicoleturner@example.com,Canada,Lake Michaelland,2025-10-27,Retail,No
CUST-00297,Nathan,Mckee,brettgarrett@example.net,India,South Diana,2025-07-25,Wholesale,No
CUST-00298,Jane,Smith,lmiller@example.org,India,Smithmouth,2025-09-12,Retail,No
CUST-00299,Lisa,Mcneil,ebenson@example.org,United Kingdom,South Christopher,2020-02-11,VIP,Yes
CUST-00300,Linda,Garcia,nicole26@example.org,United Arab Emirates,North Alyssa,2023-10-28,VIP,No
